leg_state,treat_out,response,leg_democrat,leg_race,leg_gen
NC,1,0,1,1,0
NC,0,1,1,1,0
NC,0,1,0,1,0
NC,0,1,1,1,0
NC,0,1,1,2,0
NC,1,1,0,1,1
NC,1,1,0,1,0
NC,1,0,1,2,0
NC,1,1,0,1,0
NC,1,1,0,1,0
NC,1,0,0,1,1
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,0,1,1,1,1
NC,1,1,1,1,0
NC,1,1,0,3,0
NC,1,0,1,1,0
NC,0,1,1,1,0
NC,0,0,1,1,0
NC,1,0,1,2,0
NC,0,0,1,2,0
NC,1,0,1,1,0
NC,1,0,0,1,0
NC,1,0,1,1,0
NC,0,1,1,1,0
NC,1,1,1,2,1
NC,1,0,1,2,0
NC,0,1,1,1,0
NC,0,1,1,1,0
NC,0,1,0,1,0
NC,0,1,0,1,0
NC,1,0,1,1,0
NC,0,1,0,1,0
NC,0,0,1,2,1
NC,1,0,1,2,0
NC,0,1,0,1,0
NC,1,0,1,1,0
NC,0,1,0,1,0
NC,1,1,1,2,0
NC,0,0,0,1,0
NC,0,1,1,1,0
NC,0,1,1,1,1
NC,0,0,0,1,0
NC,1,0,0,1,0
NC,1,1,1,1,1
NC,1,1,0,1,0
NC,0,1,0,1,0
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,1,1,1,1,0
NC,1,0,1,1,1
NC,1,0,0,1,0
NC,0,1,0,1,1
NC,0,1,1,2,0
NC,1,1,0,1,0
NC,1,0,1,2,0
NC,0,1,0,1,0
NC,0,1,1,2,0
NC,0,0,1,1,0
NC,0,1,1,1,1
NC,0,0,0,1,0
NC,0,0,1,1,0
NC,0,1,1,1,0
NC,0,0,1,1,0
NC,1,0,0,1,1
NC,1,0,1,4,0
NC,1,1,1,1,0
NC,0,1,1,2,0
NC,1,0,0,3,0
NC,0,0,1,1,1
NC,1,0,1,1,0
NC,1,0,1,1,0
NC,1,0,1,1,0
NC,1,0,1,1,0
NC,1,0,0,1,0
NC,1,0,0,1,0
NC,1,0,1,1,0
NC,0,1,1,1,0
NC,1,0,1,1,1
NC,0,1,1,1,1
NC,1,0,1,2,1
NC,0,1,1,1,1
NC,0,0,1,2,0
NC,1,1,0,1,1
NC,0,0,0,1,0
NC,1,0,1,1,1
NC,0,1,0,1,0
NC,1,0,1,1,0
NC,1,0,1,1,1
NC,1,0,0,1,0
NC,0,1,0,1,0
NC,0,1,1,1,0
NC,1,1,0,1,1
NC,0,1,1,2,0
NC,0,0,1,2,1
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,1,0,0,1,0
NC,1,0,0,1,0
NC,1,1,1,1,1
NC,1,0,0,1,0
NC,1,0,0,1,1
NC,0,1,0,1,0
NC,0,0,1,1,0
NC,0,1,0,1,0
NC,0,1,0,1,1
NC,0,1,0,1,0
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,1,0,0,1,0
NC,1,0,1,1,0
NC,0,1,0,1,0
NC,0,1,0,1,1
NC,1,1,0,1,0
NC,0,1,0,1,0
NC,1,1,1,1,0
NC,0,1,0,1,1
NC,1,0,0,1,0
NC,0,1,0,1,0
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,0,1,1,2,0
NC,0,1,0,1,0
NC,0,1,1,1,0
NC,1,0,0,1,0
NC,1,0,0,1,0
NC,1,0,0,2,1
NC,1,0,0,1,0
NC,0,0,1,1,0
NC,0,1,0,1,0
NC,1,0,1,1,1
NC,0,0,1,1,0
NC,0,0,1,1,1
NC,0,0,0,1,1
NC,0,1,1,1,0
NC,0,0,1,1,0
NC,0,0,0,1,0
ND,1,1,0,1,0
ND,1,1,0,1,0
ND,1,1,0,1,0
ND,0,1,0,1,0
ND,1,1,0,1,0
ND,0,1,0,1,0
ND,0,1,1,1,1
ND,0,0,1,1,1
ND,0,0,1,1,0
ND,1,0,1,1,0
ND,1,0,1,1,0
ND,0,1,1,1,0
ND,0,0,1,1,0
ND,0,0,1,1,0
ND,0,1,1,1,0
ND,1,0,1,1,0
ND,0,0,0,1,0
ND,1,1,1,1,0
ND,0,0,1,1,0
ND,1,1,0,1,0
ND,1,0,1,1,0
ND,0,1,0,1,0
ND,0,0,0,1,0
ND,0,1,0,1,0
ND,0,0,1,1,0
ND,1,0,1,1,0
ND,1,1,1,4,0
ND,0,1,0,1,0
ND,1,1,0,1,0
ND,0,1,0,1,0
ND,1,0,1,1,0
ND,1,0,1,1,0
ND,0,1,0,1,0
ND,1,1,0,1,0
ND,1,0,0,1,0
ND,0,1,0,1,0
ND,1,0,0,1,0
ND,1,0,0,1,0
ND,1,0,0,1,0
ND,1,0,1,1,0
ND,1,0,0,1,1
ND,1,1,0,1,0
ND,0,0,1,1,0
ND,1,0,0,1,0
ND,0,1,0,1,0
ND,0,1,1,1,0
ND,1,1,1,1,0
ND,1,0,1,1,1
ND,1,0,1,1,0
ND,1,0,0,1,0
ND,1,0,1,1,0
ND,1,1,1,1,0
ND,1,0,1,1,0
ND,1,0,0,1,1
ND,0,1,0,1,0
ND,1,0,0,1,0
ND,0,1,1,1,0
ND,0,0,0,1,0
ND,1,0,1,1,1
ND,1,1,1,1,0
ND,1,1,1,1,0
ND,0,0,1,1,0
ND,0,0,1,1,0
ND,1,1,0,1,0
ND,1,1,1,1,0
ND,0,1,1,1,0
ND,0,1,1,1,0
ND,0,0,1,1,0
ND,0,0,0,1,0
ND,1,0,0,1,0
ND,0,1,0,1,0
ND,0,0,0,1,0
ND,0,1,0,1,0
ND,1,1,0,1,0
ND,0,1,1,1,0
ND,0,0,1,1,0
ND,0,0,0,1,1
ND,1,0,0,1,0
ND,1,1,0,1,0
ND,1,0,0,1,0
ND,0,1,0,1,1
ND,0,0,0,1,0
ND,0,0,0,1,0
ND,1,0,1,1,1
ND,0,1,0,1,0
ND,0,0,0,1,0
ND,1,0,0,1,1
ND,1,0,0,1,0
ND,0,1,0,1,0
ND,0,0,0,1,0
ND,1,1,0,1,0
ND,0,0,0,1,0
ND,1,1,0,1,0
ND,1,0,0,1,0
ND,1,0,0,1,0
ND,0,1,0,1,0
ND,0,0,0,1,1
ND,0,0,1,1,0
ND,0,0,0,1,1
ND,0,1,1,1,0
ND,1,0,1,1,1
ND,0,1,0,1,0
ND,0,1,1,1,1
NE,1,1,0,1,0
NE,1,0,0,1,0
NE,0,1,0,1,0
NE,1,1,0,1,0
NE,1,1,1,1,0
NE,1,0,1,1,0
NE,1,1,0,1,0
NE,0,1,0,1,0
NE,0,0,1,1,0
NE,0,0,1,1,0
NE,1,1,0,1,0
NE,0,1,0,1,0
NE,0,1,1,1,0
NE,1,0,0,1,0
NE,0,1,0,1,0
NE,0,1,0,1,0
NE,0,1,0,1,1
NE,1,0,1,1,1
NE,0,1,0,1,0
NE,1,1,1,1,0
NE,0,1,0,1,0
NE,0,1,1,1,0
NE,1,0,1,1,0
NE,0,1,1,1,1
NE,1,0,0,1,0
NE,1,0,0,1,0
NE,0,0,0,1,0
NE,0,1,0,1,0
NE,0,1,0,1,0
NE,1,1,0,1,0
NE,1,1,1,1,1
NE,0,1,0,1,0
NE,1,1,0,1,1
NE,0,1,0,1,0
NE,0,1,0,1,1
NE,0,1,1,1,1
NE,0,1,0,1,0
NE,1,0,0,1,0
NE,1,0,0,1,0
NH,0,0,1,1,1
NH,1,0,0,1,0
NH,1,0,0,1,0
NH,0,0,1,1,1
NH,1,0,1,1,1
NH,1,1,0,1,0
NH,0,1,1,1,0
NH,0,0,1,1,1
NH,0,1,1,1,0
NH,0,1,1,1,0
NH,0,0,1,1,1
NH,0,0,1,1,1
NH,1,0,1,1,0
NH,0,1,1,1,0
NH,1,0,1,1,1
NH,0,0,1,1,0
NH,1,0,0,1,0
NH,1,0,0,1,1
NH,1,0,1,1,1
NH,0,1,0,1,0
NH,0,0,0,1,1
NH,0,0,0,1,0
NH,0,1,0,1,0
NH,0,1,1,1,1
NH,1,0,0,1,0
NH,1,0,1,1,0
NH,1,0,1,1,1
NH,0,1,0,1,0
NH,1,0,1,1,1
NH,0,0,1,1,1
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,0,0,1,1,1
NH,0,0,1,1,1
NH,1,0,1,1,0
NH,0,1,0,1,0
NH,0,1,0,1,0
NH,1,0,1,1,0
NH,1,0,0,1,0
NH,0,0,0,1,1
NH,0,0,0,1,0
NH,0,1,0,1,1
NH,1,0,0,1,0
NH,0,1,0,1,0
NH,0,1,1,1,0
NH,0,1,0,1,1
NH,1,0,1,1,0
NH,1,0,1,1,0
NH,1,0,0,1,0
NH,0,0,0,1,0
NH,1,0,1,1,0
NH,0,1,1,1,1
NH,0,0,0,1,1
NH,0,0,0,1,0
NH,0,1,0,1,0
NH,0,0,0,1,0
NH,1,0,0,1,0
NH,0,0,1,1,0
NH,1,1,1,1,1
NH,0,1,1,1,0
NH,1,0,1,1,0
NH,1,0,1,1,0
NH,1,0,1,1,0
NH,0,0,1,1,1
NH,0,1,1,1,0
NH,1,0,1,1,0
NH,0,1,1,1,0
NH,0,1,0,1,1
NH,1,0,1,1,0
NH,1,0,0,1,1
NH,0,1,0,1,0
NH,0,0,1,1,1
NH,0,1,0,1,0
NH,0,1,0,1,0
NH,1,0,1,1,0
NH,0,1,1,1,1
NH,1,0,0,1,0
NH,0,1,1,1,0
NH,1,0,1,1,0
NH,1,0,1,1,0
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,0,0,1,1,1
NH,1,0,0,1,0
NH,1,0,1,1,1
NH,0,0,1,1,0
NH,1,0,0,1,0
NH,0,0,0,1,0
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,0,0,1,1,1
NH,0,1,1,1,1
NH,0,0,1,1,0
NH,1,0,0,1,1
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,0,0,1,1,0
NH,0,0,1,1,0
NH,0,1,1,1,1
NH,0,1,1,1,0
NH,0,0,1,1,0
NH,0,1,1,1,0
NH,1,0,1,1,1
NH,0,0,1,1,0
NH,1,1,1,1,0
NH,0,0,1,1,0
NH,1,0,1,1,1
NH,0,1,1,1,1
NH,0,1,1,1,1
NH,0,0,1,1,0
NH,1,1,0,1,0
NH,1,1,0,1,0
NH,0,0,1,1,1
NH,1,0,0,1,0
NH,1,0,0,1,0
NH,1,0,0,1,0
NH,1,0,0,1,1
NH,1,0,0,1,0
NH,1,0,0,1,0
NH,0,1,1,1,1
NH,0,0,0,1,0
NH,0,0,0,1,0
NH,0,0,0,1,0
NH,0,0,0,1,0
NH,1,0,0,1,0
NH,1,0,0,1,0
NH,0,0,0,1,0
NH,1,0,0,1,0
NH,0,1,1,1,0
NH,0,0,1,1,0
NH,1,0,1,1,0
NH,1,0,1,1,0
NH,0,0,1,1,0
NH,0,1,1,1,0
NH,1,0,0,6,0
NH,1,1,1,1,0
NH,0,1,1,1,0
NH,1,0,1,1,1
NH,1,0,1,1,0
NH,0,0,1,1,0
NH,1,0,1,1,0
NH,1,1,0,1,0
NH,0,1,1,1,1
NH,0,0,1,1,0
NH,0,0,1,1,0
NH,0,1,0,1,0
NH,0,1,1,1,1
NH,0,0,1,1,1
NH,1,0,1,1,0
NH,0,0,0,1,1
NH,0,0,1,1,1
NH,0,1,1,1,0
NH,1,1,1,1,0
NH,0,0,1,1,0
NH,1,0,1,1,0
NH,1,0,0,1,0
NH,1,0,0,1,0
NH,1,0,0,1,0
NH,0,1,0,1,0
NH,0,1,0,1,0
NH,0,0,0,1,1
NH,0,0,0,1,0
NH,1,0,0,1,0
NH,0,0,0,1,0
NH,0,0,1,1,0
NH,1,0,0,1,1
NH,0,1,0,1,0
NH,1,0,0,1,0
NH,0,0,1,1,1
NH,1,0,0,1,1
NH,1,1,1,1,1
NH,0,0,0,1,0
NH,0,1,0,1,0
NH,1,0,0,1,0
NH,1,1,1,1,0
NH,0,1,0,1,0
NH,0,1,0,1,0
NH,1,0,0,1,0
NH,1,0,1,1,0
NH,0,0,1,1,1
NH,0,0,1,1,1
NH,0,0,1,1,1
NH,0,0,0,1,1
NH,0,0,1,1,0
NH,0,0,1,1,1
NH,0,1,1,1,1
NH,1,0,1,1,1
NH,0,1,1,1,0
NH,1,0,1,1,1
NH,0,1,1,1,1
NH,0,0,1,1,1
NH,0,0,1,1,0
NH,1,0,0,1,1
NH,1,0,0,1,0
NH,0,0,0,1,0
NH,1,1,0,1,0
NH,1,0,1,1,0
NH,1,0,1,1,1
NH,1,0,0,1,0
NH,0,0,0,1,0
NH,1,0,1,1,1
NH,1,1,1,1,1
NH,1,0,0,1,0
NH,0,1,0,1,1
NH,1,0,0,1,0
NH,0,0,0,1,0
NH,1,0,0,1,1
NH,0,0,0,1,1
NH,0,0,0,1,0
NH,0,0,0,1,0
NH,1,0,0,1,0
NH,0,0,0,1,0
NH,1,0,0,1,0
NH,1,0,0,1,1
NH,1,0,0,1,1
NH,0,1,0,1,0
NH,0,1,0,1,0
NH,1,0,0,1,0
NH,0,1,0,1,0
NH,1,0,0,1,0
NH,1,0,1,1,1
NH,0,0,0,1,0
NH,0,0,0,3,0
NH,0,1,1,1,1
NH,0,0,0,1,0
NH,1,0,0,1,1
NH,1,0,0,1,1
NH,1,0,0,1,0
NH,1,1,0,1,1
NH,0,1,0,1,0
NH,0,0,1,1,1
NH,1,1,0,1,1
NH,1,0,0,1,0
NH,0,0,0,1,0
NH,1,0,0,1,0
NH,0,0,0,1,1
NH,0,0,0,1,0
NH,1,1,0,1,0
NH,0,1,1,1,1
NH,1,0,0,1,0
NH,0,1,0,1,0
NH,0,0,0,1,0
NH,1,0,0,1,0
NH,0,1,0,1,0
NH,0,1,0,1,0
NH,1,1,1,1,0
NH,1,0,1,1,0
NH,1,0,1,1,1
NH,0,1,1,1,1
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,1,0,1,1,0
NH,0,0,0,1,1
NH,1,0,0,1,0
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,1,1,1,1,0
NH,0,0,1,1,0
NH,0,1,0,1,0
NH,1,0,0,1,1
NH,0,0,0,1,0
NH,0,0,0,1,1
NH,0,0,0,1,0
NH,0,0,0,1,0
NH,0,0,1,1,0
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,1,0,1,1,0
NH,1,0,1,1,0
NH,0,0,1,1,0
NH,1,0,1,1,0
NH,0,0,1,1,1
NH,0,0,0,1,1
NH,0,1,1,1,0
NH,0,1,0,1,0
NH,0,1,1,1,1
NH,1,0,0,1,0
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,1,0,0,1,0
NH,0,1,1,1,0
NH,0,0,1,1,1
NH,1,1,1,1,0
NH,1,0,1,1,0
NH,1,1,0,1,0
NH,0,0,1,1,1
NH,0,0,1,1,0
NH,0,1,0,1,1
NH,1,0,1,1,0
NH,1,1,1,1,0
NH,0,1,1,1,0
NH,1,0,1,1,0
NH,1,0,1,1,1
NH,1,0,1,1,1
NH,1,0,1,1,0
NH,1,1,1,1,0
NH,0,0,1,1,0
NH,0,0,1,1,1
NH,1,0,1,1,1
NJ,1,0,1,1,0
NJ,0,0,1,1,0
NJ,0,1,1,1,0
NJ,1,1,1,1,0
NJ,1,1,1,1,1
NJ,0,0,1,1,0
NJ,1,0,1,1,0
NJ,0,1,0,1,0
NJ,1,0,1,1,0
NJ,0,0,1,1,0
NJ,1,0,1,2,0
NJ,0,0,1,1,0
NJ,1,1,1,1,0
NJ,1,1,1,1,1
NJ,1,0,1,1,0
NJ,1,0,1,1,0
NJ,1,0,1,2,0
NJ,0,1,0,1,1
NJ,1,0,0,1,0
NJ,0,0,0,1,1
NJ,0,1,0,1,0
NJ,0,0,0,1,0
NJ,0,1,0,1,1
NJ,0,0,0,1,0
NJ,0,1,0,1,0
NJ,0,1,0,1,0
NJ,0,1,0,1,0
NJ,1,0,0,1,0
NJ,1,0,0,1,1
NJ,1,0,0,1,0
NJ,1,0,0,1,1
NJ,1,0,0,1,0
NJ,1,1,0,1,1
NJ,0,1,0,1,0
NJ,0,1,0,1,1
NJ,1,1,0,5,0
NJ,1,0,1,1,1
NJ,1,1,1,1,0
NJ,0,1,1,1,0
NJ,0,1,1,2,1
NJ,1,0,0,1,0
NJ,1,1,0,1,1
NJ,1,0,0,1,0
NJ,0,1,1,6,1
NJ,0,1,1,1,0
NJ,1,1,1,1,0
NJ,0,1,1,1,0
NJ,0,0,1,1,0
NJ,0,1,1,1,1
NJ,0,1,1,1,0
NJ,0,0,1,1,0
NJ,0,1,1,1,0
NJ,1,1,1,1,0
NJ,1,0,1,1,1
NJ,1,1,1,1,0
NJ,1,0,0,1,1
NJ,1,1,0,1,0
NJ,0,0,1,1,1
NJ,0,1,1,2,0
NJ,1,1,1,1,0
NJ,1,1,0,1,0
NJ,0,1,0,1,0
NJ,1,1,0,1,0
NJ,0,1,0,1,0
NJ,0,1,0,1,1
NJ,0,1,0,1,0
NJ,1,0,0,1,0
NJ,1,0,0,1,0
NJ,1,1,0,1,0
NJ,1,0,0,1,0
NJ,1,0,0,1,0
NJ,1,1,0,1,0
NJ,0,1,1,1,0
NJ,0,1,1,1,1
NJ,0,1,1,1,0
NJ,0,0,1,2,1
NJ,1,1,1,1,0
NJ,0,1,1,2,0
NJ,1,0,0,1,0
NJ,0,0,0,1,0
NJ,0,1,0,1,0
NJ,0,0,1,2,0
NJ,1,0,1,2,1
NJ,1,0,1,3,0
NJ,1,1,1,1,1
NJ,0,1,1,1,0
NJ,1,0,1,3,0
NJ,1,1,1,1,0
NJ,0,0,1,1,0
NJ,1,1,1,2,1
NJ,1,0,1,2,1
NJ,0,1,1,3,1
NJ,1,0,1,2,1
NJ,0,1,1,1,0
NJ,1,0,1,1,0
NJ,1,0,1,1,0
NJ,0,1,1,1,0
NJ,0,1,1,1,1
NJ,1,0,1,2,0
NJ,1,1,1,1,1
NJ,0,1,1,1,1
NJ,1,0,1,1,1
NJ,1,1,1,1,0
NJ,1,1,0,1,0
NJ,1,1,0,1,1
NJ,0,0,0,1,0
NJ,0,1,0,1,0
NJ,0,1,0,5,0
NJ,0,1,0,6,0
NM,1,1,0,1,0
NM,1,0,0,1,0
NM,1,0,0,1,0
NM,1,1,0,1,0
NM,0,1,0,1,0
NM,0,1,1,1,0
NM,1,1,1,3,0
NM,0,0,1,3,0
NM,0,0,1,3,0
NM,1,0,1,3,0
NM,1,1,0,1,0
NM,1,0,1,3,0
NM,1,0,1,3,0
NM,0,0,1,3,1
NM,0,1,1,3,0
NM,0,0,0,1,0
NM,0,0,1,3,0
NM,0,1,1,3,0
NM,1,0,1,3,0
NM,1,0,1,1,0
NM,1,0,0,1,1
NM,0,0,0,1,0
NM,0,0,0,1,0
NM,1,0,0,1,1
NM,0,0,1,1,1
NM,1,0,1,1,0
NM,1,0,0,1,0
NM,0,1,1,1,0
NM,1,0,0,1,0
NM,0,1,1,3,0
NM,0,0,0,1,0
NM,1,0,1,3,0
NM,0,0,1,3,0
NM,1,0,1,3,1
NM,1,0,1,1,1
NM,0,1,1,1,0
NM,1,0,1,3,1
NM,0,0,0,1,0
NM,1,0,1,3,1
NM,0,1,0,1,0
NM,1,0,1,3,0
NM,0,1,1,1,0
NM,1,0,1,3,0
NM,1,0,1,3,1
NM,1,0,1,1,0
NM,1,0,1,1,0
NM,0,0,1,1,1
NM,0,0,1,3,0
NM,1,0,1,3,0
NM,1,0,0,3,1
NM,0,0,1,3,1
NM,0,1,0,1,0
NM,0,0,1,3,0
NM,0,1,0,1,1
NM,0,1,0,1,1
NM,1,1,0,2,1
NM,0,0,1,3,0
NM,0,1,1,3,0
NM,0,0,1,1,0
NM,0,1,0,1,0
NM,0,1,1,3,0
NM,1,0,1,1,0
NM,1,0,0,1,0
NM,1,1,0,1,0
NM,1,1,0,1,0
NM,1,0,0,1,1
NM,0,0,0,3,1
NM,1,0,1,1,0
NM,0,1,0,1,1
NM,1,0,0,1,0
NM,0,0,1,3,0
NM,1,0,0,1,1
NM,1,0,0,1,0
NM,0,1,0,1,0
NM,1,1,1,3,0
NM,0,0,1,3,0
NM,1,1,1,3,0
NV,0,1,1,1,1
NV,1,1,1,1,1
NV,0,0,1,1,1
NV,0,0,1,1,0
NV,1,0,1,1,0
NV,0,1,1,1,0
NV,0,0,0,1,0
NV,0,1,1,3,0
NV,1,0,1,3,0
NV,1,0,0,1,0
NV,1,0,0,2,0
NV,0,0,0,1,0
NV,1,0,0,1,0
NV,0,0,1,2,0
NV,0,0,0,1,0
NV,0,1,1,1,0
NV,1,0,0,1,0
NV,1,0,0,1,0
NV,1,0,0,1,0
NV,0,1,0,1,0
NV,1,0,0,1,1
NV,1,0,1,1,0
NV,1,0,0,1,0
NV,0,0,1,1,1
NV,1,0,1,1,1
NV,1,0,0,1,0
NV,0,0,0,1,0
NV,1,0,0,1,0
NV,0,1,0,1,0
NV,0,1,0,1,0
NV,0,0,0,1,0
NV,0,0,1,1,1
NV,0,0,1,1,0
NY,1,1,1,1,0
NY,0,0,0,1,0
NY,0,0,0,1,0
NY,0,1,0,1,0
NY,0,1,1,1,0
NY,0,1,1,1,0
NY,0,0,0,1,0
NY,1,0,1,1,1
NY,1,1,0,1,0
NY,1,1,1,3,0
NY,0,0,0,1,0
NY,0,0,0,1,0
NY,1,0,1,1,0
NY,0,0,0,1,0
NY,1,0,0,1,0
NY,1,0,0,1,0
NY,1,0,0,1,0
NY,1,0,0,1,0
NY,1,0,1,2,1
NY,0,1,1,1,0
NY,0,0,0,1,0
NY,1,0,0,1,0
NY,1,0,1,1,0
NY,1,1,1,1,0
NY,0,1,1,3,0
NY,1,0,0,1,0
NY,1,0,1,2,0
NY,0,1,1,1,0
NY,1,1,1,1,1
NY,0,0,1,1,1
NY,1,0,0,1,0
NY,0,1,1,3,0
NY,0,0,1,2,1
NY,0,1,0,1,0
NY,0,1,1,2,0
NY,0,0,1,1,0
NY,1,0,1,2,0
NY,0,0,0,1,0
NY,1,0,1,2,0
NY,1,0,1,6,1
NY,0,0,0,1,0
NY,0,0,1,1,1
NY,0,0,1,1,1
NY,0,1,0,1,0
NY,0,0,1,1,0
NY,1,0,1,1,0
NY,1,0,1,1,1
NY,1,1,1,1,1
NY,0,0,1,1,1
NY,0,0,1,1,0
NY,0,1,1,1,0
NY,0,1,1,3,0
NY,0,0,1,2,0
NY,1,1,1,1,0
NY,1,0,1,1,1
NY,1,0,1,2,0
NY,0,0,1,1,1
NY,0,0,1,1,0
NY,1,0,1,2,1
NY,0,1,1,3,0
NY,0,1,1,2,1
NY,1,1,1,3,0
NY,0,0,1,1,0
NY,1,1,1,1,0
NY,0,1,1,2,0
NY,0,1,1,1,1
NY,0,0,1,1,0
NY,0,1,1,2,1
NY,0,0,1,1,1
NY,1,0,1,1,1
NY,0,0,0,1,0
NY,0,1,0,1,0
NY,1,0,1,2,1
NY,0,0,0,1,0
NY,0,0,1,1,1
NY,1,0,1,1,1
NY,1,1,0,1,0
NY,0,0,1,2,0
NY,1,0,0,1,0
NY,0,1,1,1,0
NY,0,0,0,1,0
NY,0,0,1,1,0
NY,1,0,0,1,1
NY,0,0,1,1,0
NY,1,0,1,1,0
NY,0,0,1,1,0
NY,1,1,0,1,0
NY,1,0,1,1,0
NY,1,0,1,1,0
NY,0,1,1,1,0
NY,0,1,1,1,0
NY,0,1,1,1,0
NY,1,0,0,1,0
NY,1,1,1,3,0
NY,0,0,0,1,0
NY,1,1,1,1,1
NY,1,1,0,5,0
NY,1,1,1,3,0
NY,1,0,0,1,0
NY,1,0,1,2,0
NY,0,0,0,1,0
NY,0,0,1,2,0
NY,0,1,0,1,0
NY,0,1,1,2,1
NY,1,0,0,1,0
NY,0,1,1,2,0
NY,0,1,0,1,1
NY,1,0,1,2,0
NY,1,0,1,1,0
NY,1,0,1,1,0
NY,1,0,0,1,0
NY,0,1,1,1,1
NY,0,0,1,2,0
NY,1,1,1,1,0
NY,1,0,0,1,0
NY,0,1,0,1,0
NY,1,0,0,1,0
NY,1,0,1,1,0
NY,1,0,1,1,0
NY,0,1,1,1,0
NY,0,0,1,1,1
NY,0,1,1,1,1
NY,1,0,1,3,0
NY,1,1,1,1,0
NY,0,1,1,2,0
NY,1,0,1,2,0
NY,0,0,1,3,0
NY,1,1,1,1,0
NY,1,1,1,1,0
NY,1,1,1,1,0
NY,1,0,1,3,0
NY,1,1,1,2,1
NY,1,0,1,3,0
NY,1,1,1,2,0
NY,0,0,1,3,1
