leg_state,treat_out,response,leg_democrat,leg_race,leg_gen
NY,0,0,1,1,0
NY,1,0,1,1,0
NY,0,1,1,2,0
NY,1,0,1,3,1
NY,0,1,1,3,0
NY,0,1,1,3,0
NY,1,0,1,2,0
NY,1,0,1,1,1
NY,1,1,1,1,1
NY,1,0,1,1,0
NY,1,1,1,1,0
NY,1,0,1,1,0
NY,1,0,1,1,0
NY,1,1,1,1,1
NY,1,0,0,1,1
NY,0,1,0,1,1
NY,1,1,1,1,1
NY,0,1,0,1,0
NY,0,1,1,1,0
NY,1,1,0,1,0
NY,1,0,0,1,0
NY,0,0,1,1,0
NY,0,0,0,1,0
NY,0,1,1,1,0
NY,0,1,0,1,0
NY,1,0,1,1,0
NY,1,1,1,1,0
NY,1,0,0,1,0
NY,0,1,1,1,0
NY,1,0,0,1,1
NY,0,1,0,1,1
NY,0,1,0,1,0
NY,0,1,1,1,1
NY,1,0,0,1,0
NY,0,1,1,1,1
NY,0,1,1,1,1
NY,0,1,1,1,0
NY,0,1,1,1,0
NY,1,0,0,1,1
NY,1,0,0,1,0
NY,1,0,0,1,0
NY,1,1,1,1,1
NY,1,0,1,1,1
NY,0,1,0,3,0
NY,1,1,0,1,0
NY,1,0,0,1,0
NY,0,1,0,1,0
NY,0,0,1,1,1
NY,1,0,1,1,0
NY,1,0,1,2,0
NY,0,0,0,1,0
NY,0,0,1,1,0
NY,1,0,0,1,0
NY,0,0,0,1,0
NY,0,0,1,1,1
NY,1,0,0,1,0
NY,1,0,1,1,0
NY,0,1,1,2,1
NY,1,1,1,1,0
NY,0,1,1,1,0
NY,1,0,1,1,0
NY,0,1,0,1,0
NY,0,0,0,1,0
NY,0,1,0,1,0
NY,0,0,1,1,0
OH,0,0,1,1,1
OH,0,1,0,1,0
OH,0,0,0,1,0
OH,0,1,0,1,0
OH,1,1,0,1,0
OH,0,1,0,1,0
OH,0,1,0,1,0
OH,1,1,0,1,0
OH,1,0,0,1,0
OH,0,1,1,2,0
OH,0,1,0,1,0
OH,1,1,0,1,0
OH,0,1,1,1,0
OH,1,1,0,1,0
OH,0,0,1,1,0
OH,1,0,0,1,0
OH,0,1,1,2,1
OH,0,1,0,1,0
OH,1,1,1,2,1
OH,1,1,1,1,1
OH,0,0,1,2,0
OH,1,1,0,1,0
OH,0,1,1,1,0
OH,1,0,1,1,1
OH,1,1,1,1,0
OH,0,0,0,1,0
OH,1,0,1,1,0
OH,0,1,1,2,0
OH,1,1,0,1,1
OH,1,0,0,1,0
OH,1,1,0,1,0
OH,0,1,0,1,0
OH,1,0,1,1,0
OH,0,1,0,1,0
OH,1,1,1,1,1
OH,1,1,0,1,0
OH,0,1,1,1,1
OH,0,1,0,1,0
OH,1,0,0,1,0
OH,0,1,1,1,0
OH,0,1,0,1,0
OH,1,1,0,1,1
OH,0,1,1,1,0
OH,1,0,1,1,0
OH,1,1,0,1,0
OH,1,0,1,1,0
OH,1,1,1,2,1
OH,1,0,1,2,1
OH,0,1,0,1,1
OH,0,0,1,2,0
OH,1,1,0,1,0
OH,1,1,1,1,1
OH,0,1,1,1,0
OH,0,1,0,1,0
OH,0,1,0,1,0
OH,1,0,0,1,0
OH,1,0,1,1,0
OH,0,1,1,1,1
OH,1,0,0,1,0
OH,0,1,1,1,1
OH,1,1,1,2,1
OH,1,0,1,1,0
OH,1,1,0,1,0
OH,1,0,0,1,0
OH,1,0,0,1,0
OH,0,1,0,1,1
OH,1,1,0,1,0
OH,0,0,1,2,0
OH,1,0,1,2,0
OH,0,0,1,1,0
OH,1,0,1,1,0
OH,1,1,1,1,0
OH,0,1,1,2,0
OH,0,0,1,1,0
OH,0,1,0,1,1
OH,1,0,1,1,0
OH,0,0,1,2,1
OH,0,1,1,1,0
OH,1,0,0,1,0
OH,0,1,0,1,0
OH,0,1,1,1,0
OH,0,0,0,1,0
OH,0,0,0,1,0
OH,1,0,0,1,0
OH,1,0,1,1,0
OH,0,1,1,1,0
OH,0,0,0,1,0
OH,1,0,1,1,0
OH,0,1,1,1,0
OH,0,0,1,1,0
OH,0,1,1,1,1
OH,1,0,1,1,0
OH,1,0,1,1,0
OH,0,1,1,1,1
OH,0,1,0,1,0
OH,1,0,1,1,1
OH,0,1,0,1,0
OH,0,1,0,1,0
OH,0,1,0,1,0
OH,0,1,0,1,0
OH,0,1,1,1,0
OH,1,0,0,1,0
OH,0,1,0,1,0
OH,1,0,0,1,0
OH,1,1,0,1,0
OH,1,1,0,1,0
OH,0,1,0,1,0
OH,1,1,1,1,0
OH,1,0,0,1,0
OH,0,0,0,1,0
OH,0,1,0,1,0
OH,0,1,0,1,0
OH,0,1,1,1,0
OH,1,0,0,1,0
OH,0,1,0,1,0
OH,1,0,0,1,0
OH,1,0,1,1,0
OH,1,0,0,1,1
OH,0,0,1,1,0
OH,1,1,1,1,1
OH,1,1,1,1,1
OH,1,1,0,1,0
OH,0,1,1,1,0
OH,1,0,1,1,0
OH,0,0,0,1,0
OH,1,0,0,1,0
OH,0,0,1,1,1
OK,1,1,1,1,0
OK,0,1,1,4,0
OK,0,1,1,1,0
OK,1,1,1,1,0
OK,1,1,1,1,0
OK,1,1,0,4,0
OK,1,1,1,1,0
OK,1,1,1,4,0
OK,1,0,1,1,0
OK,0,1,1,4,0
OK,1,1,1,4,0
OK,1,0,1,1,0
OK,0,0,1,1,0
OK,1,0,1,1,0
OK,1,0,0,4,0
OK,0,0,1,1,0
OK,1,1,0,1,0
OK,0,1,1,1,0
OK,0,1,0,4,0
OK,1,0,1,4,0
OK,0,1,1,1,1
OK,1,0,0,1,0
OK,0,0,1,1,0
OK,1,0,1,1,0
OK,1,1,0,1,0
OK,1,0,1,4,0
OK,0,1,1,4,0
OK,0,0,1,1,0
OK,1,1,1,1,0
OK,1,0,1,1,1
OK,1,1,1,1,0
OK,1,0,0,1,0
OK,0,0,1,1,0
OK,0,1,0,1,0
OK,1,1,0,1,0
OK,0,0,1,1,0
OK,0,0,0,1,0
OK,0,1,0,1,0
OK,0,1,1,1,0
OK,1,0,0,1,0
OK,0,0,0,1,0
OK,1,0,0,1,0
OK,1,0,0,1,0
OK,1,0,1,1,0
OK,1,0,0,1,0
OK,0,1,0,1,0
OK,1,0,0,4,1
OK,1,0,0,1,0
OK,0,1,0,1,0
OK,0,0,0,1,0
OK,0,1,0,1,0
OK,0,0,0,1,0
OK,1,0,1,1,0
OK,0,1,1,1,0
OK,1,0,0,1,1
OK,0,0,1,1,0
OK,0,1,1,1,0
OK,0,0,0,1,0
OK,1,1,0,1,0
OK,1,0,0,1,0
OK,0,0,0,1,0
OK,1,0,0,1,0
OK,0,0,0,1,1
OK,1,1,0,1,0
OK,0,0,0,1,0
OK,0,0,0,1,0
OK,1,1,0,1,0
OK,0,0,0,4,1
OK,0,0,0,1,0
OK,0,1,0,1,0
OK,1,0,0,1,0
OK,1,1,0,1,0
OK,0,1,0,1,0
OK,1,0,0,1,1
OK,0,1,0,1,0
OK,0,0,0,1,0
OK,1,1,1,4,1
OK,1,1,0,1,0
OK,0,1,0,1,0
OK,1,0,0,3,0
OK,1,1,0,1,0
OK,1,1,0,4,0
OK,1,1,0,1,0
OK,1,0,0,1,0
OK,1,0,0,1,0
OK,1,0,0,1,0
OK,1,0,1,1,0
OK,1,0,0,1,0
OK,0,0,0,4,0
OK,0,0,0,1,0
OK,0,0,0,1,1
OK,0,1,1,1,0
OK,0,0,0,4,0
OK,0,0,0,4,0
OK,1,0,1,4,0
OK,1,0,0,1,0
OK,1,0,0,4,0
OK,1,0,1,1,0
OK,0,1,0,1,0
OK,1,0,0,1,0
OK,0,0,0,1,0
OK,0,1,0,1,1
OK,0,1,0,1,0
OK,1,1,0,1,0
OK,1,0,1,1,0
OK,0,1,0,1,0
OK,0,1,0,1,0
OK,1,1,1,2,0
OK,1,0,0,1,0
OK,0,1,0,1,0
OR,1,0,0,1,0
OR,1,0,0,1,0
OR,1,1,0,1,0
OR,0,1,0,1,0
OR,0,0,0,1,0
OR,1,1,1,1,0
OR,0,1,0,1,0
OR,0,1,1,1,0
OR,0,0,1,1,1
OR,1,1,0,3,0
OR,1,0,1,1,0
OR,0,1,0,1,0
OR,1,0,1,1,1
OR,0,0,0,1,0
OR,0,1,1,1,0
OR,1,0,0,1,0
OR,0,1,1,1,1
OR,0,1,0,2,1
OR,1,1,1,1,0
OR,1,1,1,1,0
OR,0,1,1,1,1
OR,1,0,0,1,0
OR,0,1,1,1,1
OR,1,0,0,1,0
OR,1,0,1,1,0
OR,1,1,1,1,0
OR,1,1,0,1,0
OR,0,1,0,1,0
OR,1,1,1,1,1
OR,1,1,1,1,1
OR,1,1,0,1,1
OR,0,1,1,1,1
OR,0,1,0,1,0
OR,0,0,0,1,0
OR,0,1,1,1,0
OR,0,1,0,1,1
OR,0,1,1,1,0
OR,0,1,1,1,0
OR,0,1,1,1,1
OR,1,0,1,1,1
OR,0,0,0,1,0
OR,1,0,1,1,1
OR,1,0,0,1,0
OR,0,1,1,1,0
OR,0,0,0,1,1
OR,1,1,1,1,1
OR,0,1,0,1,0
OR,0,0,1,1,0
OR,0,1,1,1,0
OR,0,1,0,1,0
OR,0,0,1,1,0
OR,1,1,0,1,0
OR,0,1,1,1,0
OR,1,1,0,1,0
OR,1,0,1,1,0
OR,0,1,0,1,0
OR,1,1,1,1,0
OR,1,0,1,1,1
OR,1,1,1,1,0
OR,1,0,0,1,0
OR,1,1,1,1,0
OR,0,1,0,1,0
OR,1,1,1,1,0
OR,0,1,1,1,1
OR,1,1,1,1,1
OR,0,1,1,1,0
OR,0,0,1,1,0
OR,1,1,1,1,0
OR,1,0,1,1,0
OR,1,1,1,1,0
OR,0,1,1,1,0
OR,1,1,1,1,1
OR,1,0,0,1,0
OR,0,1,1,1,1
OR,0,1,0,1,0
OR,1,0,0,1,0
OR,1,1,0,1,0
OR,0,1,0,1,0
OR,1,1,0,1,0
OR,1,1,0,1,0
PA,1,1,0,1,0
PA,0,1,1,2,1
PA,0,1,0,1,0
PA,1,0,1,1,0
PA,0,1,0,1,0
PA,0,0,0,1,0
PA,1,1,1,2,0
PA,1,1,0,1,0
PA,0,1,1,2,0
PA,0,1,0,1,0
PA,1,0,0,1,0
PA,0,1,0,1,0
PA,1,1,1,1,0
PA,1,1,0,1,0
PA,0,1,0,1,0
PA,0,0,0,1,0
PA,0,1,0,1,0
PA,0,1,1,1,0
PA,0,1,0,1,0
PA,1,0,0,1,0
PA,1,1,0,1,0
PA,0,1,0,1,1
PA,1,1,0,1,0
PA,0,1,1,1,1
PA,0,0,1,1,0
PA,0,0,0,1,1
PA,0,1,0,1,1
PA,0,1,1,1,0
PA,0,1,0,1,0
PA,0,0,0,1,0
PA,0,1,0,1,0
PA,0,1,0,1,0
PA,0,1,0,1,0
PA,0,1,0,1,0
PA,1,1,0,1,0
PA,1,1,0,1,0
PA,0,1,0,1,0
PA,0,1,0,1,0
PA,1,0,0,1,1
PA,1,1,0,1,0
PA,1,1,0,1,0
PA,1,0,1,1,0
PA,1,1,0,1,0
PA,1,0,0,1,0
PA,1,0,0,6,0
PA,0,0,1,1,0
PA,1,0,0,1,0
PA,1,0,0,1,1
PA,0,0,0,1,1
PA,0,0,0,1,0
PA,1,1,0,1,0
PA,0,0,1,1,0
PA,0,1,0,1,0
PA,1,0,0,1,0
PA,1,0,1,1,0
PA,1,1,0,1,0
PA,1,1,0,1,0
PA,0,1,0,1,1
PA,1,0,0,1,0
PA,1,0,0,1,0
PA,1,1,0,1,0
PA,1,1,0,1,0
PA,0,1,0,1,1
PA,0,1,0,1,0
PA,1,0,0,1,1
PA,0,1,0,1,0
PA,1,0,0,1,1
PA,0,0,0,1,0
PA,1,1,0,1,0
PA,1,1,0,1,0
PA,1,0,0,1,0
PA,0,1,0,1,0
PA,0,1,0,1,0
PA,0,0,0,1,0
PA,1,1,0,1,0
PA,0,1,0,1,0
PA,1,1,0,1,0
PA,0,1,0,1,0
PA,1,0,0,1,0
PA,0,1,0,1,0
PA,0,1,0,1,1
PA,0,1,0,1,0
PA,0,1,0,1,0
PA,1,1,0,1,0
PA,0,1,0,1,0
PA,1,0,0,1,0
PA,1,1,0,1,0
PA,1,0,0,1,0
PA,1,0,0,1,0
PA,0,1,0,1,0
PA,1,1,0,1,0
PA,0,1,0,1,1
PA,0,1,0,1,1
PA,1,0,0,1,1
PA,1,0,0,1,0
PA,1,1,0,1,0
PA,0,1,0,1,0
PA,0,1,0,1,1
PA,0,1,0,1,1
PA,1,1,0,1,1
PA,0,1,0,1,0
PA,1,1,0,1,0
PA,1,0,0,1,1
PA,0,0,0,1,0
PA,1,0,0,1,0
PA,1,0,0,1,0
PA,1,1,0,1,1
PA,1,1,0,1,1
PA,1,0,0,1,0
PA,0,0,0,1,0
PA,0,0,0,1,0
PA,0,1,0,1,0
PA,1,1,0,1,0
PA,1,0,0,1,0
PA,1,0,0,1,0
PA,0,1,0,1,0
PA,0,1,0,1,0
PA,0,1,0,1,0
PA,1,0,0,1,0
PA,1,0,0,1,0
PA,1,1,0,1,0
PA,1,1,0,1,1
PA,0,1,0,1,0
PA,0,1,0,1,0
PA,0,0,0,1,0
RI,1,0,1,1,1
RI,1,0,1,1,0
RI,0,1,1,1,0
RI,1,0,1,1,0
RI,1,0,1,1,0
RI,1,0,1,3,1
RI,1,1,1,1,0
RI,1,0,1,1,0
RI,0,0,1,1,1
RI,1,0,1,1,0
RI,1,0,1,1,0
RI,1,0,1,1,0
RI,1,0,1,1,0
RI,0,1,1,1,1
RI,0,1,1,1,0
RI,1,1,1,1,0
RI,0,0,1,1,0
RI,1,0,1,1,0
RI,0,0,1,1,0
RI,0,0,1,1,0
RI,0,1,1,1,0
RI,1,0,1,1,1
RI,0,0,0,1,0
RI,1,0,1,1,0
RI,0,0,1,1,0
RI,0,0,1,1,0
RI,0,0,1,1,0
RI,1,0,0,1,0
RI,0,0,1,1,0
RI,0,0,1,1,0
RI,1,0,1,1,0
RI,0,0,1,1,0
RI,1,0,1,1,1
RI,0,1,1,1,1
RI,0,1,1,5,1
RI,0,1,1,1,0
RI,0,1,1,1,0
RI,1,0,1,1,0
RI,1,0,1,1,0
RI,0,1,0,1,0
RI,0,0,1,1,0
RI,1,0,1,1,0
RI,1,0,1,1,1
RI,1,1,0,1,0
RI,1,1,0,1,0
RI,1,0,1,1,0
RI,1,0,1,1,0
RI,0,1,0,1,0
RI,0,1,1,1,0
RI,0,0,1,1,1
RI,1,1,1,1,0
RI,1,0,1,1,0
RI,0,1,1,1,1
RI,1,1,1,1,0
RI,1,0,0,1,0
RI,1,0,1,1,0
RI,1,0,1,1,0
RI,0,0,1,1,0
RI,0,1,1,1,0
RI,0,1,1,1,0
RI,1,1,1,1,1
RI,0,0,1,1,0
RI,1,1,0,1,0
RI,0,0,1,1,1
RI,0,1,1,1,0
RI,0,0,1,1,0
RI,0,1,1,1,1
RI,0,1,1,1,0
RI,1,1,1,1,0
RI,0,0,1,1,0
RI,1,0,1,1,0
RI,0,0,1,1,1
RI,1,1,1,1,0
RI,1,0,1,1,0
RI,0,1,1,1,0
RI,0,1,0,1,0
RI,1,0,1,1,1
RI,0,0,1,1,0
RI,0,0,1,1,0
RI,0,1,1,1,0
RI,1,1,1,1,0
RI,0,0,0,1,0
SC,1,0,0,1,0
SC,0,1,0,1,0
SC,0,1,0,1,0
SC,0,1,0,1,0
SC,1,0,0,1,0
SC,0,0,0,1,0
SC,0,1,0,1,0
SC,0,1,0,1,0
SC,1,0,0,1,0
SC,0,1,0,1,0
SC,0,1,0,1,0
SC,1,0,0,1,0
SC,1,1,0,1,0
SC,1,0,0,1,0
SC,0,1,0,1,0
SC,1,1,1,2,0
SC,1,0,1,1,0
SC,0,1,1,1,0
SC,1,0,1,2,1
SC,1,1,0,1,0
SC,1,0,0,1,0
SC,0,1,0,1,0
SC,1,0,0,1,0
SC,1,0,0,1,0
SC,0,1,0,1,0
SC,0,0,0,1,0
SC,1,0,1,1,0
SC,0,0,0,1,0
SC,0,1,0,1,0
SC,0,1,1,2,0
SC,1,0,1,2,0
SC,0,1,1,1,0
SC,0,0,0,1,0
SC,1,0,0,1,0
SC,1,1,0,1,0
SC,0,0,0,1,0
SC,0,1,1,1,0
SC,1,1,0,1,0
SC,0,0,1,5,0
SC,1,0,0,1,0
SC,1,0,1,1,0
SC,1,0,0,1,0
SC,0,1,1,2,0
SC,0,0,0,1,0
SC,0,1,1,2,0
SC,1,0,1,2,0
SC,1,1,0,1,0
SC,0,0,0,1,0
SC,1,0,0,1,0
SC,0,1,0,1,0
SC,0,0,0,1,0
SC,0,0,0,1,0
SC,1,0,1,1,0
SC,1,0,0,1,1
SC,1,0,1,1,0
SC,0,1,0,1,0
SC,0,0,0,1,0
SC,1,0,0,1,0
SC,1,0,0,1,0
SC,1,0,1,2,0
SC,0,1,1,1,0
SC,0,0,0,1,0
SC,0,0,1,1,0
SC,0,0,1,2,0
SC,0,1,0,1,0
SC,0,1,0,1,1
SC,1,0,1,2,0
SC,1,0,0,1,0
SC,1,0,0,1,0
SC,0,0,1,1,0
SC,0,0,0,1,0
SC,1,0,1,2,0
SC,1,0,1,1,0
SC,0,0,1,2,0
SC,0,1,1,1,1
SC,0,1,1,1,0
SC,1,0,1,1,0
SC,1,0,1,1,0
SC,1,0,1,1,0
SC,1,0,1,1,0
SC,1,0,0,1,0
SC,0,0,1,2,1
SC,1,0,0,1,0
SC,0,0,1,1,0
SC,0,1,1,2,0
SC,1,0,0,1,0
SC,0,0,1,1,1
SC,1,1,1,2,1
SC,1,0,0,1,0
SC,1,0,1,2,0
SC,1,1,0,1,0
SC,0,0,1,1,0
SC,1,0,1,2,0
SC,1,0,0,1,0
SC,1,0,1,2,0
SC,0,0,1,2,0
SC,0,1,0,1,1
SC,0,0,1,2,0
SC,0,0,1,1,0
SC,1,1,0,1,0
SC,1,0,1,2,0
SC,0,0,0,1,0
SC,1,0,0,1,0
SC,0,0,0,6,1
SC,0,1,1,2,0
SC,1,0,1,2,0
SC,1,0,1,1,0
SC,1,0,0,1,1
SC,0,0,1,2,0
SC,0,0,0,1,0
SC,1,0,1,1,1
SC,0,1,0,1,0
SC,1,0,1,2,0
SC,0,1,1,2,0
SC,1,0,1,2,0
SC,0,0,0,1,0
SC,0,1,0,1,0
SC,1,0,0,1,0
SC,0,1,0,1,0
SC,0,0,1,1,1
SC,1,0,0,1,0
SC,0,0,1,2,0
SC,1,0,0,1,0
SC,1,0,1,1,1
SC,1,0,1,2,0
SC,0,0,0,1,0
SC,1,0,0,1,0
SC,0,1,1,1,0
SC,0,0,1,2,0
SC,0,0,1,2,0
SC,1,0,0,1,0
SC,0,0,0,1,1
SD,0,1,1,1,1
SD,1,1,1,1,0
SD,0,1,1,1,0
SD,1,0,1,1,0
SD,0,0,1,1,0
SD,1,1,0,1,0
SD,0,0,1,1,0
SD,0,1,0,1,0
SD,0,0,0,1,0
SD,1,0,0,1,0
SD,0,0,1,1,1
SD,0,0,0,1,1
SD,0,0,0,1,0
SD,1,0,0,1,0
SD,1,1,0,1,0
SD,1,0,0,1,0
SD,1,0,1,1,1
SD,0,1,1,1,0
SD,1,0,1,1,0
SD,1,0,0,1,0
SD,0,1,0,1,1
SD,0,0,0,1,0
SD,1,0,0,1,1
SD,1,0,0,1,0
SD,1,0,0,5,0
SD,0,0,0,1,0
SD,0,1,0,1,0
SD,0,0,1,1,1
SD,0,0,0,1,0
SD,0,1,0,1,0
SD,1,0,0,1,0
SD,0,1,1,1,0
SD,0,0,1,1,0
SD,0,0,1,1,0
SD,1,0,0,1,0
SD,0,1,0,1,1
SD,0,0,0,1,0
SD,1,0,0,1,0
SD,1,1,1,1,0
SD,0,1,0,1,0
SD,0,0,0,1,0
SD,0,0,0,1,0
SD,1,0,0,1,0
SD,1,0,0,1,0
SD,0,0,0,1,0
SD,1,0,1,1,1
SD,1,0,1,1,0
SD,0,1,0,1,0
SD,1,0,0,1,0
SD,0,1,0,1,0
SD,0,1,0,1,0
SD,0,0,0,1,0
SD,0,0,0,1,0
SD,1,0,1,1,0
SD,1,0,0,1,0
SD,1,1,1,1,0
SD,0,0,0,1,1
SD,0,1,1,1,0
SD,1,0,1,1,1
SD,1,0,1,4,0
SD,1,0,1,4,0
SD,0,0,0,4,0
SD,1,0,1,1,0
SD,1,0,0,1,1
SD,1,0,1,1,0
SD,0,1,0,1,0
SD,0,0,0,1,0
SD,0,1,0,1,0
SD,1,0,0,1,0
SD,1,0,0,1,0
SD,0,0,0,1,0
SD,0,0,0,1,0
SD,0,1,0,1,0
SD,1,0,0,1,0
SD,0,1,0,1,1
SD,1,0,0,1,0
SD,1,0,0,1,0
TN,0,0,0,1,0
TN,1,0,0,1,0
TN,0,1,0,1,0
TN,0,1,0,1,0
TN,0,0,0,1,0
TN,1,0,0,1,0
TN,0,1,0,1,0
TN,1,0,0,1,0
TN,0,1,0,1,0
TN,0,0,0,1,0
TN,1,0,0,1,0
TN,1,1,0,1,1
TN,0,1,0,1,0
TN,0,0,0,1,0
TN,0,1,0,1,0
TN,1,0,0,1,0
TN,1,0,0,1,0
TN,1,0,1,1,0
TN,0,1,1,1,0
TN,1,0,1,1,0
TN,1,0,0,1,0
TN,0,0,0,1,0
TN,0,1,0,1,0
TN,1,1,0,1,0
TN,1,1,0,1,0
TN,0,1,1,1,0
TN,1,1,1,1,1
TN,1,1,0,1,0
TN,0,1,0,1,0
TN,0,1,0,1,0
TN,0,1,0,1,1
TN,0,1,0,1,1
TN,1,0,0,1,0
TN,1,0,1,2,1
TN,0,0,0,1,0
TN,0,0,1,1,0
TN,1,0,0,1,0
TN,1,0,1,1,0
TN,1,0,0,1,0
TN,0,1,1,1,0
TN,1,1,0,1,0
TN,0,1,0,1,0
TN,1,0,0,1,0
TN,1,0,1,1,0
TN,0,0,0,1,0
TN,1,0,1,1,0
TN,1,0,0,1,0
TN,1,0,0,3,1
TN,1,0,0,1,0
TN,0,1,1,1,0
TN,1,1,1,2,1
TN,1,0,1,1,0
TN,0,0,1,2,1
TN,1,0,0,1,0
TN,1,0,0,1,0
TN,0,0,1,1,0
TN,0,1,0,1,0
TN,1,0,1,1,0
TN,0,1,1,2,0
TN,1,1,0,1,1
TN,0,0,0,1,0
TN,1,1,0,1,0
TN,1,0,1,1,0
TN,0,0,1,1,0
TN,1,0,1,1,0
TN,1,0,0,1,1
TN,0,0,1,1,0
TN,1,0,1,1,0
TN,0,1,1,1,0
TN,1,0,1,1,0
TN,0,1,0,1,1
TN,0,0,1,1,0
TN,0,0,0,1,0
TN,0,1,0,1,0
TN,0,0,1,1,0
TN,1,1,1,1,0
TN,0,0,1,1,0
TN,1,1,1,1,0
TN,0,0,1,1,1
TN,1,0,1,1,1
TN,0,1,1,1,0
TN,1,0,0,1,1
TN,0,1,0,1,1
TN,1,1,1,2,1
TN,0,0,1,1,1
TN,0,1,1,1,0
TN,1,1,0,1,0
TN,0,0,1,1,0
TN,1,1,0,1,0
TN,0,0,1,1,0
TN,1,0,1,1,0
TN,0,1,0,1,0
TN,1,1,1,1,0
TN,0,1,0,1,0
TN,0,1,1,1,0
TN,0,0,0,1,0
TN,0,0,0,1,0
TN,0,1,0,1,0
TN,0,0,0,1,0
TN,1,0,1,1,0
TN,1,0,1,1,0
TN,1,1,1,1,0
TN,0,1,1,1,1
TN,1,0,0,1,0
TN,0,1,0,1,0
TN,1,1,1,2,0
TN,0,1,1,5,0
TN,1,0,1,1,0
TN,1,0,0,1,0
TN,1,0,1,2,0
TN,1,0,1,2,0
TN,1,0,0,1,0
TN,0,1,0,1,0
TN,1,0,0,1,0
TN,1,0,0,1,0
TN,0,0,1,1,0
TN,0,1,0,1,0
TX,0,1,1,1,0
TX,1,0,0,1,0
TX,1,0,0,1,0
TX,1,0,0,1,0
TX,0,1,1,1,0
TX,0,1,0,1,0
TX,0,0,0,1,1
TX,0,0,0,1,0
TX,0,0,0,1,0
TX,1,0,0,1,0
TX,0,1,0,1,0
TX,1,0,1,3,0
TX,0,0,0,1,0
TX,1,0,0,1,0
TX,0,1,0,1,1
TX,0,0,0,1,0
TX,1,0,0,1,0
TX,1,0,0,1,0
